Link,Price,Address,Number of Rooms,Living Space Area,Highlighted Description,Description
/rent/4000617635, Price on request Top,"Seetalstrasse 132, 6032 Emmen",2.5 rooms 130m² living space ,2.5 rooms 130m² living space ,Exklusive und traumhafte möbilierte Terrassenwohnung,"Exklusive und traumhafte möbilierte Terrassenwohnung Willkommen in deinem neuen Zuhause, wo Luxus auf Komfort trifft und der Blick auf den Pilatus und die Rigi zur täglichen Inspiration wird. Diese atemberaubende möblierte Wohnung in Emmen bietet nicht nur eine tolle Aussicht, sondern auch ein Ambiente, das Wohnen zu einem Erlebnis macht.Die 150 Quadratmeter grosse, sonnendurchflutete Terrasse lädt dazu ein, den Tag mit einem Panoramablick zu beginnen oder bei Sonnenuntergang zu entspannen. Stelle dir vor, wie du auf dieser Terrasse deinen eigenen Whirlpool installierst und unter dem klaren Himmel die Sterne betrachtest.Im Inneren erwartet dich ein harmonisches Zusammenspiel von hochwertigem Interieur und modernem Design. Die komplett neue Einrichtung umfasst zwei stilvolle Bäder und zwei äußerst komfortable Boxspringbetten für erholsame Nächte. Der 75 Zoll große Ambiente Light TV mit Soundbar schafft eine kinoreife Atmosphäre für gemütliche Abende.Die Küche präsentiert sich als echtes Highlight – nicht nur modern, sondern auch funktional und elegant. Hier wird Kochen zu einem Vergnügen, und die hochmoderne Ausstattung lässt keine Wünsche offen.Als besonderes Extra befindet sich im gleichen Gebäude der grösste Denner der Schweiz, um deinen Einkauf so bequem wie möglich zu gestalten. Ein Garagenparkplatz ist bereits inklusive.Du hast die Wahl: Miete die Wohnung monatsweise oder langfristig. Die Einrichtung ist im Mietpreis enthalten, aber wenn du dich in die Möbel verliebst, kannst du sie auch erwerben und dabei deine Miete reduzieren. Dein neues Zuhause in Emmen wartet darauf, Teil deiner persönlichen Geschichte zu werden. Willkommen in der Oase der Eleganz! "
/rent/4000617585," CHF 4,180.– / monthTop","Bodenstrasse 9, 8623 Wetzikon ZH",3.5 rooms ,3.5 rooms ,Attikawohnung in Wetzikon-Kempten mit schöner Terrasse,"Attikawohnung in Wetzikon-Kempten mit schöner Terrasse Über den Dächern von Wetzikon-KemptenDiese komplett renovierte, ausgesprochen helle und ruhige Attikawohnung mit schöner Aussicht und großer Terrasse, vermieten wir ab sofort oder nach Vereinbarung.Da die Terrasse von 75m2 sich fast um die gesamte Wohnung herum ausbreitet, kann man Morgen- sowie Abendsonne genießen.Das großzügige Wohn- und Esszimmer (ca. 30m2) mit Cheminée bietet eine Aussicht in die Berge. Der gesamte Wohnbereich ist mit Parkett verlegt und die Nasszonen mit modernen Keramikplatten. Eine moderne, teils-geöffnete Küche mit Frühstücksbar ist mit den qualitativen hochwertigen Küchengeräten von V-Zug ausgestattet und bietet viele praktische Arbeits- und Ablagemöglichkeiten. Das Schlafzimmer mit 16m2 und die beiden anderen Zimmer sind aufgrund des Grundrisses gut möbelierbar.Der Eingangsbereich und Korridor ist mit diversen Einbauschränken ausgestattet und dank Oblicht ist für ein angenehmes helles Licht gesorgt.Im großzügigen Bad mit Doppellavabo, Ablageschrank etc. in warmen Farbtönen, kann man die Seele in der Badewanne baumeln lassen. Im separaten WC befindet sich hinter dem Glas eine angenehme große Dusche.Dazu gehört eine eigene Waschküche (14m2) im UG, mit neuem Waschturm sowie auch das große Kellerabteil von 12m2.In der UN-Garage kann man für CHF 130.-/monatlich einen Garagenplatz mieten. ÖV 150mEinkauf 150mKindergarten 300mPrimarschule 400mOberstufe 600mAutobahn 7km "
/rent/4000617370," CHF 2,210.– / monthTop","Austrasse 20, 4153 Reinach BL",2.5 rooms 58m² living space ,2.5 rooms 58m² living space ,Schöne 3 1/2 Zimmer Wohnung nähe Zentrum von Reinach,"Schöne 3 1/2 Zimmer Wohnung nähe Zentrum von Reinach Schöne 3 1/2 Zimmer Wohnung in gepflegtem Mehrfamilienhaus an bevorzugter, ruhiger Wohnlage, nähe Zentrum von Reinach BL. Im 2. Stock, ohne Lift.Küche mit Essplatz, zwei Balkone, Geschirrspüler, Einbauschränke, Bad mit WC, separates WC mit Lavabo. Alle Zimmer mit Parkett. Privater Keller für mehr Stauraum. Mitbenutzung von Garten mit Grillstelle. Waschküche und Trockenraum zur Mitbenutzung.Parkplatz in Einstellhalle für zusätzlich CHF 120.- zu mieten.Nahe Tram und Busverbindungen, gute Verkehrsanbindung, Einkaufsmöglichkeiten und Schule / Kindergarten in unmittelbarer Nähe.Keine Haustiere erlaubt. "
/rent/4000617269," CHF 1,240.– / monthTop","Multergasse 7, 9000 St. Gallen",2 rooms 30m² living space ,2 rooms 30m² living space ,Ruhig gelegene  2-Zimmer-Wohnung in der Altstadt von St. Gallen,"Ruhig gelegene  2-Zimmer-Wohnung in der Altstadt von St. Gallen Geräumige 2-Zimmer-Wohnung im Stadtzentrum ab Mitte Januar oder nach Vereinbarung verfügbar.Diese Wohnung ist ideal für ein Paar oder Singles, die im Stadtzentrum wohnen möchten. Das gepflegte Wohnhaus liegt an der Haupteinkaufsstrasse St. Gallens (Multergasse), ist aber dennoch tags und nachts sehr ruhig, da das Gebäude nach hinten versetzt liegt, d.h. nicht direkt an der Einkaufsstrasse.Marktplatz: 2 Gehminuten / Bahnhof: 7 Gehminuten / Universität: 15 GehminutenDie Wohnung verfügt über ein grosses Wohn-/Esszimmer und ein Schlafzimmer, eine separate Küche und ein Bad mit Dusche: siehe Grundriss. Es gibt Fenster auf beiden Seiten der Wohnung, die den ganzen Tag über viel Licht hereinlassen. Eine gemeinsame Waschmaschine und ein Trockner sowie ein privater Abstellraum befinden sich im Keller. Kein Lift.Da es in der Nähe keine Restaurants oder Bars gibt, ist es insbesondere abends sehr ruhig, obwohl die Wohnung im Stadtzentrum liegt.Die monatliche Miete beträgt CHF 1240 inkl. Nebenkosten.Das Bett, das Sofa und zwei Sideboards könnte der/die Nachmieter/in für einen geringen Preis übernehmen.<span id=""hg_acw_request_data"" aria-hidden=""true"" style=""opacity:0""> 0xa48c0 0y11c47d20 0x12x9dxfdx87</span> "
/rent/4000616999," CHF 3,760.– / monthTop","Sandstrasse 37, 5412 Gebenstorf",3.5 rooms ,3.5 rooms ,Sonnendurchflutetes Wohnen mit Weitsicht – Gebenstorf,"Sonnendurchflutetes Wohnen mit Weitsicht – Gebenstorf Hohe Wohnqualität an privilegierter AussichtslageTerrassenhaus mit Weitsicht / 3.5 Zimmer / Wohnfläche 190 M2 / Terrasse. Folgende Highlights erwarten Sie:- Traumhafte Fernsicht über das Wasserschloss- Optimal besonnte und bevorzugte Hanglage angrenzend an die Naherholungszone- Bushaltestellen und Einkaufszentrum Geelig in 6 Minuten Gehdistanz- Nettowohnfläche 190 m2- Wohn-/Essbereich mit Parkettboden und Cheminée 50 m2 - Panoramafenster- Küche offen direkter Zugang zur Terrasse- Elternschlafzimmer mit Ankleide und Zugang zum Badezimmer mit Badewanne und Dusche- Separates WC mit Lavabo, Spiegelschrank und Badewanne- 2 grosszügige Kinderschlafzimmer- 1 Leseraum mit schöner Aussicht, 12 m2- Waschraum mit Waschmaschine und Tumbler- Reduit- Teilgedeckte Terrasse, direkter Zugang von allen Schlafzimmern- Direkt angegliederter Hobbyraum (11,5m2), kann gut auch als Büro genutzt werden- Absolute Privatsphäre- Top-Verkehrsanbindungen nach Baden (öV 10 Min.) und Zürich (öV 30 Min.) Netto Miete: CHF 2‘880Betriebskosten CHF 360 Exkl. Heiz.Miete/Monat: CHF 3‘240 Garagen oder Aussenplätze können für CHF 120 respektive CHF 80 dazu gemietet werden. Übernahme nach Vereinbarung "
/rent/4000616994," CHF 2,130.– / monthTop","Friedrichstrasse 3, 4055 Basel",2 rooms 54m² living space ,2 rooms 54m² living space ,Schöne Altbauwohnung mit Erker und Balkon mit viel Charme im Jugendstilhaus,"Schöne Altbauwohnung mit Erker und Balkon mit viel Charme im Jugendstilhaus Wunderschöne 2 Zimmerwohnung mit Erker im Jugendstilhaus mit hohen Räumen im 1. OG mit ErkerNeue moderne Küche mit BalkonNeues großes Bad mit Dusche und BadewanneNeue separate ToiletteWohnzimmer, Schlafzimmer und Gang mit ParkettbodenDie Wohnung wurde 2019 vollständig aufwendig neu renoviert, neue Wasserleitungen und Sanitäranlagen sowie neue StromversorgungFrei nach Vereinbarung "
/rent/4000616381," CHF 1,540.– / monthTop","Hinteralbisstrasse 7, Langnau am Albis, Schweiz, 8135 Langnau am Albis",2 rooms 33m² living space ,2 rooms 33m² living space ,Wohnung in Langnau am Albis,"Wohnung in Langnau am Albis Im Weiler Hinteralbis ist per sofort oder nach Vereinbarung eine charmante 2-Zimmer-Wohnung zu vermieten (Küche/Wohnzimmer, Schlafzimmer, Bad, Kellerabteil). Die Wohnung liegt im ersten Stock des alten Bauernhauses. • Moderne Küche mit Geschirrspüler, Glaskeramikherd, Kühl- und Tiefkühlschrank • Bad mit Dusche • Grosser Balkon • Wandschrank im Schlafzimmer • Bei Interesse Mitbeteiligung am Garten möglich Der Hinteralbis ist mit dem Postauto einmal pro Stunde erreichbar - das letzte Postauto kommt abends um 20.30 Uhr an.Bitte tragen Sie sich für einen Besichtigungstermin am 21. oder 26. Januar ein. Falls Ihnen diese Termine nicht gehen, können Sie sich gerne per Kontaktformular an mich wenden. "
/rent/4000615868," CHF 1,920.– / monthTop","Molseralpstrasse, 8898 Flumserberg Tannenbodenalp",2.5 rooms 40m² living space ,2.5 rooms 40m² living space ,Wohnung in Flumserberg Tannenbodenalp,"Wohnung in Flumserberg Tannenbodenalp Beschreibung Wohnung Flumserberg TannenbodenalpAn sonniger Wohnlage im Flumserberg Tannenboden vermieten wir eine 2.5-Zimmer Wohnung an zentraler Lage. Direkter Einstieg in das Ski- Wander- und Bike-Gebiet Flumserberg. Nähe Bushaltestelle und Gondelbahn Seejet nach Unterterzen zum Walensee oder SBB-Station. Die Wohnung wird möbliert vermietet mit einer minimalen Dauermiete von 1 Jahr. Der Mietpreis beträgt CHF 1920.- pro Monat, inkl. Tiefgaragenparkplatz und Nebenkosten, exkl. Strom. Rauchen ist nicht erlaubt. Die Wohnung besteht aus: · Eingangsbereich mit Garderobe · Toilette mit Badewanne · Helle Wohnküche mit Tisch und 6 Stühlen · Sitzgruppe mit Salontisch und Auszugssofa · Etagen-Waschmöglichkeit mit Tumbler und Waschmaschine · Schlafzimmer mit 2 Betten, Spiegel- und Wandschrank · Balkon im Wohnbereich, kleine Terrasse im Schlafzimmer · Estrichabteil · Tiefgaragenparkplatz · Abstell- und Trocknungsraum für Schuhe und Ski · Zugang zum Restaurant Cresta im EG Haben wir Ihr Interesse geweckt? Dann zögern Sie nicht, uns zur Vereinbarung eines Besichtigungstermins zu kontaktieren. "
/rent/4000615648," CHF 3,720.– / monthTop","Landstrasse 19, 8450 Andelfingen",3.5 rooms 180m² living space ,3.5 rooms 180m² living space ,Grosszügiges Wohnen an sonniger Lage,"Grosszügiges Wohnen an sonniger Lage Wir vermieten eine schöne, neu renovierte 3.5-Zimmerwohnung in einer gepflegten Liegenschaft in Andelfingen, in unmittelbarer Nähe einer Grünzone.Die Wohnung überzeugt durch einen modernen Grundriss, mit Platz für individuelle Gestaltungsmöglichkeiten; sie ist lichtdurchflutet und gut besonnt.Andelfingen verfügt über ein aktives Dorfleben: Sportanlagen und Freizeitmöglichkeiten befinden sich in unmittelbarer Nähe ebenso das Dorfzentrum mit zahlreichen Einkaufsmöglichkeiten und Dienstleistungsbetrieben. Die Städte Winterthur/Zürich oder Schaffhausen sind mit den S-Bahnen oder über den direkten Anschluss an die Nationalstrasse A4 gut erreichbar.Ein hochwertiger Ausbaustandard: • Esszimmer, Wohnraum und Arbeitszimmer mit neu versiegeltem Parkett • drei Schlafzimmer mit neuen Teppichböden • neues Badezimmer mit Doppellavabo, begehbare Dusche, Toilette, Waschmaschine • separate Dusche, Lavabo und Toilette • Küche mit Granitabdeckung, Glaskeramikherd, Steamer, Geschirrspüler, Kühlschrank mit separatem Tieflkühlfach • Reduit mit Wandtablaren • Balkon mit Rosenbeet • Kellerraum Das Haus verfügt über einen Lift, einen Trocknungsraum und einen Veloraum zur Mitbenutzung.Ein bis zwei Garagenplätze in der Tiefgarage können à Fr. 80.00 im Monat zusätzlich gemietet werden.Haben wir Ihr Interesse geweckt? Wir freueun uns auf Ihre Kontaktnahme. "
/rent/4000615400," CHF 2,880.– / monthTop","Austrasse 6, 4153 Reinach BL",3.5 rooms 130m² living space ,3.5 rooms 130m² living space ,4 1/2 Zimmer Wohnung im Zentrum von Reinach,"4 1/2 Zimmer Wohnung im Zentrum von Reinach Schöne 4 1/2 Zimmer Wohnung mit Garagenplatz im Zentrum von Reinach BL.Wohnzimmer mit Essbereich, separate Küche, Bad mit WC + Dusche mit WC. Balkon,Schlafzimmer, Wohnzimmer und Essbereich mit Parkettböden. Eingangsbereich, Küche und Badezimmer mit Marmorböden. Grosser Garten mit Grillplatz zur Mitbenutzung. Tram 11 und Bushaltestelle 64 in unmittelbarer Nähe. Nahe von Migros, Coop, Denner, Post, Banken. Primarschule und Kindergarten in ca. 8-10 Minuten zu Fuss erreichbar.Zusätzlich Garagenplatz für CHF120.- = Total Miete CHF 2'331.-Keine Haustiere erlaubt. "
/rent/4000615307," CHF 3,100.– / monthTop","Walter Fürst-Strasse 5, 4102 Binningen",3.5 rooms 70m² living space ,3.5 rooms 70m² living space ,3.5-Zimmer-Wohnung in Binningen,"3.5-Zimmer-Wohnung in Binningen In einem MFH mit drei Parteien vermieten wir in der Nähe des Kronenplatzes in Binningen ein helle, sonnige Wohnung • grosszügiger und attraktiver Grundriss • 3 Schlafzimmer davon 2 mit Einbauschränken • moderne Küche • gedeckter Balkon 10.00 m2 • WC/Bad mit Badewanne • sep. WC • Kellerarbteil ca. 5.00 m2 • Schulen in unmittelbarer Nähe • Oeffentlicher Verkehrsanschluss in unmittelbarer Nähe • Waschküche + Tumbler im UG zur Mitbenutzung • Kein Lift • Garage CHF 150.00 sowie Hobbyraum CHF 250.00 kann dazu gemietet werden "
/rent/3002791042," CHF 2,150.– / monthTop","Bezug per sofort möglich - Konsumstrasse 17, 9240 Uzwil",2.5 rooms 40m² living space ,2.5 rooms 40m² living space ,Neues Jahr - neue Wohnung!,"Neues Jahr - neue Wohnung! Das Belano Zuhause ist ein vielseitiges und zukunftsweisendes Wohnkonzept mit Service, Sicherheit und Unterstützung nach Bedarf. Die Wohnungen sind hell, barrierefrei und grosszügig konzipiert. In zwei Mehrfamilienhäusern beherbergt das Belano Zuhause in Uzwil 34 Mietwohnungen, eine Cafeteria, ein Atelier sowie einen Fitness-Raum. Die Rezeption organisiert diverse Dienstleistungen und ärztliche sowie pflegerische Unterstützung nach Bedarf.Es erwartet Sie folgende Ausstattung:Gut bedienbare Küchen mit Backwagen, Nasszellen mit rutschfesten Bodenplatten, elektrische Storen, Videogegensprechanlage, Waschmaschine und Tumbler in der Wohnung und Parkettböden. Die Wohnungen verfügen über eine Komfortlüftung.Im weiteren sind die Häuser im Minergie-Standard gebaut.Ein Garageneinstellplatz kann dazu gemietet werden. Es sind Ladestationen vorhanden.Im Mietpreis ist eine Dienstleistungspauschale von CHF 240.- inkludiert.Die Dienstleistungspauschale ist ein integrierter Bestandteil des Mietvertrages und dient dazu, folgende Leistungen sicherzustellen: • Rezeptionsbetrieb 2 Std. von Montag-Freitag (ohne Feiertage) • WLAN zur freien Benutzung in jeder Wohnung und in den Gemeinschaftsräumen • 1 Tablet pro Wohnung • Belano Zuhause App für alle wichtigen Informationen • Notrufservice während 24 Std. an 7 Tagen / Woche (bedienbar über Belano App) • Reinigung der Gemeinschaftsräume (Cafeteria, Empfangs, Fitnessraum und Atelier) • Beratung im Zusammenhang mit dem Belano Zuhause Konzept "
/rent/4000614603," CHF 4,940.– / monthTop","Waldeggweg 5, 8302 Kloten",3.5 rooms 140m² living space ,3.5 rooms 140m² living space ,Moderne und grosszügige 4 ½ Wohnung in Kloten,"Moderne und grosszügige 4 ½ Wohnung in Kloten 4 ½ - Zimmerwohnungen im 2. OGDie zentrale Wohnung ist per Sofort oder nach Vereinbarung zu mieten und bietet Ihnen folgenden Komfort:- Parkettboden in allen Zimmern- Plattenboden im Wohnbereich, Küche, Eingangsbereich- Bodenheizung- Backofen- Induktionsherd- Geschirrspülmaschine- Kühl-/Gefrierschrank- Waschmaschine/Tumbler vorhanden- Einbauschränke im Korridor- Grosszügiger Balkon 2 Stück- Kellerabteil vorhanden "
/rent/4000536856," CHF 2,460.– / monthTop","im Hof 1, 5085 Sulz",130m² living space ,130m² living space ,ERSTVERMIETUNG - einmalige Gelegenheit,"ERSTVERMIETUNG - einmalige Gelegenheit Die einzigartige Loftwohnung ist fertiggestellt. Sie wartet darauf, Ihre Wohnträume wahr werden zu lassen. Suchen Sie nach Exklusivität für Ihr Homeoffice und höchstem Wohnkomfort? Dann haben wir genau das richtige für Sie! Ab 1. März 2024 können Sie Ihren Wohntraum in der neuen Loftwohnung verwirklichen. Das Objekt befindet sich mitten im Zentrum des sehr aktiven Dorfes Sulz (Gemeinde Laufenburg). Die Wohnung ist ein gemütliches Zuhause und ein einzigartiger Rückzugsort in der Natur. Hier erleben Sie Ruhe und Erholung. Eine Fülle an Freizeitmöglichkeiten direkt vor Ihrer Haustür ist Ihnen sicher. Zudem steht Ihnen eine Vielfalt der örtlichen Vereine für jeden Geschmack (https://www.laufenburg.ch/vereinsliste) zur Verfügung. Der Autobahnanschluss Richtung Basel (in Eiken) ist in 12 Minuten und Richtung Zürich und Luzern (in Effingen) in 10 Minuten erreichbar. Der Dorfladen ist zu Fuss drei Gehminuten entfernt. Die Bushaltestelle ist in nächster Nähe. Das Gebäude umfasst auf 1 ½ Etagen Büroräumlichkeiten der Stäuble Treuhand AG (www.staeubletreuhand.ch) und auf 2 ½ Etagen exklusive Wohneinheiten. Seit Mitte August 2023 ist die hauseigene Photovoltaikanlage in Betrieb. Dies bedeutet Energieunabhängigkeit und einen nachhaltigen Beitrag zum Umweltschutz. Sie als Mieter profitieren von günstigeren Stromtarifen. Das Herzstück der Wohnung ist zweifellos der wunderschöne Kubus in der Mitte. Hier finden Sie ein tolles Badezimmer und ein Schlafzimmer mit Schiebetüren und Glaseinsätzen. Der restliche Grundriss wartet darauf, von Ihnen gestaltet zu werden. Ob Sie einen offenen Wohnbereich, ein Homeoffice oder einen kreativen Atelierbereich bevorzugen - Fantasie ohne Grenzen. Ein weiteres Highlight dieser Wohnung ist der Eichenparkett mit Fussbodenheizung. Die offene Küche direkt gegenüber dem Balkon ist mit V-Zug Geräten (Backofen, Steamer, Kühlschrank, Geschirrspüler) sowie mit einem Bora-Bora-Dampfabzug im Induktionsfeld ausgestattet. Die integrierte Osmoseanlage garantiert Ihnen stets kalk- / pestizid- / plastik- und hormonfreies Wasser. Die Zehnder-Lüftungsanlage sorgt für eine konstante Frischluftzufuhr und ein gutes Raumklima. Für Stauraum bieten sich die vielen Schubladen unter den Dachschrägen an. Das Reduit verfügt über Waschmaschine und Trockner. Der grosszügige Balkon mit wunderbarer Aussicht in die Natur und die grosse Schiebetüre runden das tolle Angebot ab. Ebenfalls erwähnenswert sind der grosszügige Velostellraum, eine geräumige Garage und ein grosses Kellerabteil. Es können Garagen à CHF 120.00 oder Aussenparkplätze à CHF 60.00 dazu gemietet werden. Die Nebenkosten verstehen sich als Akontobeitrag und werden jährlich abgerechnet. Kontaktieren Sie uns und sichern Sie sich Ihre zukünftige Traumwohnung. Wir freuen uns, Ihnen Ihr neues Zuhause persönlich zu zeigen! "
